ts,gross_return,net_return_20bps,spot_price_pnl,perp_price_pnl,funding_pnl,spot_turnover,perp_turnover,total_turnover,gross_exposure
2020-01-15 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-15 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-15 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-16 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-16 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-16 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-17 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-17 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-17 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-18 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-18 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-18 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-19 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-19 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-19 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-20 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-20 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-20 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-21 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-21 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-21 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-22 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-22 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-22 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-23 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-23 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-23 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-24 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-24 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-24 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-25 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-25 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-25 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-26 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-26 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-26 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-27 00:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-27 08:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
2020-01-27 16:00:00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
